row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,delivery_days,order_year,order_month,order_month_name,order_quarter,order_day,type_of_day
1880,us-2018-166611,2018-03-28,2018-04-02,standard class,ck-12760,cyma kinney,corporate,jacksonville,florida,32216.0,south,off-bi-10001191,office supplies,binders,canvas sectional post binders,68.742,5,2018,3,mar,2018q1,wednesday,Weekday
1881,ca-2016-109512,2016-03-05,2016-03-05,same day,lf-17185,luke foster,consumer,new york city,new york,10011.0,east,off-en-10002621,office supplies,envelopes,staple envelope,29.34,0,2016,3,mar,2016q1,saturday,Weekday
1882,ca-2016-109512,2016-03-05,2016-03-05,same day,lf-17185,luke foster,consumer,new york city,new york,10011.0,east,fur-ch-10001146,furniture,chairs,"global value mid-back manager's chair, gray",383.607,0,2016,3,mar,2016q1,saturday,Weekday
1883,ca-2016-109512,2016-03-05,2016-03-05,same day,lf-17185,luke foster,consumer,new york city,new york,10011.0,east,off-st-10000689,office supplies,storage,"fellowes strictly business drawer file, letter/legal size",563.4,0,2016,3,mar,2016q1,saturday,Weekday
1884,ca-2017-118570,2017-11-13,2017-11-17,standard class,cc-12430,chuck clark,home office,philadelphia,pennsylvania,19143.0,east,off-pa-10001289,office supplies,paper,white computer printout paper by universal,217.056,4,2017,11,nov,2017q4,monday,Weekday
1885,ca-2018-154718,2018-01-19,2018-01-23,second class,dl-12865,dan lawera,consumer,keller,texas,76248.0,central,off-la-10003714,office supplies,labels,avery 510,6.0,4,2018,1,jan,2018q1,friday,Weekday
1886,ca-2017-147578,2017-04-22,2017-04-26,second class,pg-18895,paul gonzalez,consumer,san francisco,california,94122.0,west,fur-fu-10001889,furniture,furnishings,ultra door pull handle,31.56,4,2017,4,apr,2017q2,saturday,Weekday
1887,ca-2015-140165,2015-05-13,2015-05-15,first class,eh-14005,erica hernandez,home office,hialeah,florida,33012.0,south,off-fa-10002815,office supplies,fasteners,staples,7.104,2,2015,5,may,2015q2,wednesday,Weekday
1888,ca-2015-140165,2015-05-13,2015-05-15,first class,eh-14005,erica hernandez,home office,hialeah,florida,33012.0,south,off-bi-10004519,office supplies,binders,gbc docubind p100 manual binding machine,398.352,2,2015,5,may,2015q2,wednesday,Weekday
1889,ca-2015-142587,2015-10-21,2015-10-22,first class,tb-21520,tracy blumstein,consumer,fairfield,ohio,45014.0,east,off-ap-10004708,office supplies,appliances,fellowes superior 10 outlet split surge protector,121.792,1,2015,10,oct,2015q4,wednesday,Weekday
1890,ca-2015-142587,2015-10-21,2015-10-22,first class,tb-21520,tracy blumstein,consumer,fairfield,ohio,45014.0,east,fur-ta-10000617,furniture,tables,"hon practical foundations 30 x 60 training table, light gray/charcoal",409.59,1,2015,10,oct,2015q4,wednesday,Weekday
1891,ca-2015-157623,2015-03-14,2015-03-18,standard class,dk-13225,dean katz,corporate,huntington beach,california,92646.0,west,off-pa-10001204,office supplies,paper,xerox 1972,10.56,4,2015,3,mar,2015q1,saturday,Weekday
1892,ca-2015-157623,2015-03-14,2015-03-18,standard class,dk-13225,dean katz,corporate,huntington beach,california,92646.0,west,off-ar-10003723,office supplies,art,avery hi-liter fluorescent desk style markers,3.38,4,2015,3,mar,2015q1,saturday,Weekday
1893,ca-2018-145310,2018-12-22,2018-12-24,second class,jp-15520,jeremy pistek,consumer,port orange,florida,32127.0,south,off-en-10002621,office supplies,envelopes,staple envelope,7.824,2,2018,12,dec,2018q4,saturday,Weekday
1894,ca-2017-100083,2017-11-24,2017-11-29,standard class,cd-11980,carol darley,consumer,medford,oregon,97504.0,west,off-pa-10000241,office supplies,paper,"ibm multi-purpose copy paper, 8 1/2 x 11"", case",24.784,5,2017,11,nov,2017q4,friday,Weekday
1895,us-2018-108063,2018-12-02,2018-12-05,first class,as-10090,adam shillingsburg,consumer,charlottesville,virginia,22901.0,south,off-ar-10001446,office supplies,art,newell 309,34.65,3,2018,12,dec,2018q4,sunday,Weekday
1896,ca-2016-109197,2016-12-31,2017-01-04,standard class,jo-15280,jas o'carroll,consumer,missoula,montana,59801.0,west,off-bi-10004632,office supplies,binders,ibico hi-tech manual binding system,487.984,4,2016,12,dec,2016q4,saturday,Weekday
1897,ca-2018-141789,2018-10-03,2018-10-06,first class,ac-10450,amy cox,consumer,minneapolis,minnesota,55407.0,central,off-bi-10001359,office supplies,binders,gbc docubind tl300 electric binding system,1793.98,3,2018,10,oct,2018q4,wednesday,Weekday
1898,ca-2015-169775,2015-08-29,2015-09-02,second class,ra-19945,ryan akin,consumer,miami,florida,33178.0,south,off-en-10001749,office supplies,envelopes,jiffy padded mailers with self-seal closure,29.808,4,2015,8,aug,2015q3,saturday,Weekday
1899,ca-2015-169775,2015-08-29,2015-09-02,second class,ra-19945,ryan akin,consumer,miami,florida,33178.0,south,off-bi-10004390,office supplies,binders,gbc docubind 200 manual binding machine,505.176,4,2015,8,aug,2015q3,saturday,Weekday
1900,ca-2015-169775,2015-08-29,2015-09-02,second class,ra-19945,ryan akin,consumer,miami,florida,33178.0,south,fur-ta-10001857,furniture,tables,balt solid wood rectangular table,174.0585,4,2015,8,aug,2015q3,saturday,Weekday
1901,ca-2017-140543,2017-06-29,2017-07-03,second class,co-12640,corey-lock,consumer,florence,south carolina,29501.0,south,off-st-10000563,office supplies,storage,fellowes bankers box stor/drawer steel plus,191.88,4,2017,6,jun,2017q2,thursday,Weekday
1902,ca-2017-151141,2017-08-20,2017-08-23,first class,dw-13480,dianna wilson,home office,detroit,michigan,48205.0,central,tec-ph-10004924,technology,phones,"skilcraft telephone shoulder rest, 2"" x 6.5"" x 2.5"", black",14.78,3,2017,8,aug,2017q3,sunday,Weekday
1903,ca-2018-167094,2018-10-21,2018-10-22,first class,dk-12835,damala kotsonis,corporate,springfield,oregon,97477.0,west,off-pa-10003953,office supplies,paper,xerox 218,5.184,1,2018,10,oct,2018q4,sunday,Weekday
1904,ca-2018-167094,2018-10-21,2018-10-22,first class,dk-12835,damala kotsonis,corporate,springfield,oregon,97477.0,west,fur-ch-10000155,furniture,chairs,global comet stacking armless chair,478.48,1,2018,10,oct,2018q4,sunday,Weekday
1905,ca-2018-167094,2018-10-21,2018-10-22,first class,dk-12835,damala kotsonis,corporate,springfield,oregon,97477.0,west,tec-ac-10003116,technology,accessories,memorex froggy flash drive 8 gb,28.4,1,2018,10,oct,2018q4,sunday,Weekday
1906,ca-2018-154410,2018-10-21,2018-10-24,first class,md-17860,michael dominguez,corporate,indianapolis,indiana,46203.0,central,off-st-10002743,office supplies,storage,safco boltless steel shelving,909.12,3,2018,10,oct,2018q4,sunday,Weekday
1907,us-2017-150567,2017-05-17,2017-05-21,standard class,rp-19855,roy phan,corporate,apopka,florida,32712.0,south,off-bi-10001757,office supplies,binders,pressboard hanging data binders for unburst sheets,2.952,4,2017,5,may,2017q2,wednesday,Weekday
1908,us-2017-150567,2017-05-17,2017-05-21,standard class,rp-19855,roy phan,corporate,apopka,florida,32712.0,south,off-bi-10000069,office supplies,binders,"gbc prepunched paper, 19-hole, for binding systems, 24-lb",27.018,4,2017,5,may,2017q2,wednesday,Weekday
1909,ca-2016-157959,2016-02-03,2016-02-04,first class,rw-19540,rick wilson,corporate,los angeles,california,90008.0,west,fur-fu-10004093,furniture,furnishings,hand-finished solid wood document frame,136.92,1,2016,2,feb,2016q1,wednesday,Weekday
1910,ca-2018-105886,2018-12-18,2018-12-23,standard class,db-13660,duane benoit,consumer,oceanside,new york,11572.0,east,fur-fu-10001037,furniture,furnishings,"dax charcoal/nickel-tone document frame, 5 x 7",18.96,5,2018,12,dec,2018q4,tuesday,Weekday
1911,ca-2017-105963,2017-11-15,2017-11-22,standard class,sc-20770,stewart carmichael,corporate,los angeles,california,90008.0,west,tec-ac-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,99.39,7,2017,11,nov,2017q4,wednesday,Weekday
1912,ca-2018-121503,2018-07-03,2018-07-06,second class,fh-14275,frank hawley,corporate,houston,texas,77041.0,central,off-pa-10001878,office supplies,paper,xerox 1891,273.896,3,2018,7,jul,2018q3,tuesday,Weekday
1913,ca-2018-121503,2018-07-03,2018-07-06,second class,fh-14275,frank hawley,corporate,houston,texas,77041.0,central,tec-ma-10003674,technology,machines,hewlett-packard deskjet 5550 printer,597.132,3,2018,7,jul,2018q3,tuesday,Weekday
1914,ca-2015-103366,2015-01-15,2015-01-17,first class,eh-13990,erica hackney,consumer,roswell,georgia,30076.0,south,tec-ac-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,149.95,2,2015,1,jan,2015q1,thursday,Weekday
1915,ca-2018-124597,2018-04-30,2018-05-05,standard class,as-10630,ann steele,home office,boynton beach,florida,33437.0,south,off-la-10003190,office supplies,labels,avery 474,4.608,5,2018,4,apr,2018q2,monday,Weekday
1916,ca-2018-124597,2018-04-30,2018-05-05,standard class,as-10630,ann steele,home office,boynton beach,florida,33437.0,south,off-ar-10002280,office supplies,art,staples in misc. colors,15.528,5,2018,4,apr,2018q2,monday,Weekday
1917,ca-2018-124597,2018-04-30,2018-05-05,standard class,as-10630,ann steele,home office,boynton beach,florida,33437.0,south,off-la-10001569,office supplies,labels,avery 499,11.952,5,2018,4,apr,2018q2,monday,Weekday
1918,ca-2016-105634,2016-11-08,2016-11-14,standard class,ha-14905,helen abelman,consumer,franklin,massachusetts,2038.0,east,off-ar-10001573,office supplies,art,american pencil,11.65,6,2016,11,nov,2016q4,tuesday,Weekday
1919,ca-2016-123673,2016-10-30,2016-11-01,second class,ch-12070,cathy hwang,home office,detroit,michigan,48227.0,central,tec-ph-10001809,technology,phones,panasonic kx t7736-b digital phone,299.9,2,2016,10,oct,2016q4,sunday,Weekday
1920,us-2018-111423,2018-08-17,2018-08-19,first class,eh-13765,edward hooks,corporate,watertown,new york,13601.0,east,off-bi-10003091,office supplies,binders,gbc docubind tl200 manual binding machine,895.92,2,2018,8,aug,2018q3,friday,Weekday
1921,us-2018-111423,2018-08-17,2018-08-19,first class,eh-13765,edward hooks,corporate,watertown,new york,13601.0,east,fur-ch-10003981,furniture,chairs,global commerce series low-back swivel/tilt chairs,462.564,2,2018,8,aug,2018q3,friday,Weekday
1922,ca-2016-125178,2016-10-03,2016-10-09,standard class,mz-17515,mary zewe,corporate,reading,pennsylvania,19601.0,east,off-st-10002562,office supplies,storage,staple magnet,15.008,6,2016,10,oct,2016q4,monday,Weekday
1923,ca-2017-156685,2017-07-08,2017-07-10,second class,sc-20230,scot coram,corporate,arlington,texas,76017.0,central,tec-ph-10004345,technology,phones,cisco spa 502g ip phone,863.64,2,2017,7,jul,2017q3,saturday,Weekday
1924,ca-2017-156685,2017-07-08,2017-07-10,second class,sc-20230,scot coram,corporate,arlington,texas,76017.0,central,off-ar-10000588,office supplies,art,newell 345,47.616,2,2017,7,jul,2017q3,saturday,Weekday
1925,ca-2018-126865,2018-12-05,2018-12-07,second class,np-18325,naresj patel,consumer,san diego,california,92024.0,west,off-pa-10003039,office supplies,paper,xerox 1960,92.94,2,2018,12,dec,2018q4,wednesday,Weekday
1926,ca-2018-102834,2018-03-09,2018-03-13,standard class,lw-16990,lindsay williams,corporate,san francisco,california,94110.0,west,tec-ac-10001908,technology,accessories,logitech wireless headset h800,199.98,4,2018,3,mar,2018q1,friday,Weekday
1927,us-2017-139710,2017-06-09,2017-06-15,standard class,gm-14680,greg matthias,consumer,los angeles,california,90045.0,west,tec-ph-10001198,technology,phones,avaya 4621sw voip phone,177.48,6,2017,6,jun,2017q2,friday,Weekday
1928,ca-2018-121538,2018-11-28,2018-12-01,first class,rh-19495,rick hansen,consumer,denver,colorado,80219.0,west,off-pa-10004071,office supplies,paper,"eaton premium continuous-feed paper, 25% cotton, letter size, white, 1000 shts/box",88.768,3,2018,11,nov,2018q4,wednesday,Weekday
1929,us-2018-101539,2018-03-16,2018-03-18,second class,vm-21685,valerie mitchum,home office,seattle,washington,98105.0,west,off-pa-10001972,office supplies,paper,xerox 214,6.48,2,2018,3,mar,2018q1,friday,Weekday
1930,us-2018-101539,2018-03-16,2018-03-18,second class,vm-21685,valerie mitchum,home office,seattle,washington,98105.0,west,off-st-10004180,office supplies,storage,safco commercial shelving,46.51,2,2018,3,mar,2018q1,friday,Weekday
1931,us-2018-101539,2018-03-16,2018-03-18,second class,vm-21685,valerie mitchum,home office,seattle,washington,98105.0,west,tec-ph-10004165,technology,phones,mitel mivoice 5330e ip phone,659.976,2,2018,3,mar,2018q1,friday,Weekday
1932,ca-2017-152121,2017-11-27,2017-11-29,second class,cc-12670,craig carreira,consumer,scottsdale,arizona,85254.0,west,tec-ph-10002483,technology,phones,motorola moto x,271.992,2,2017,11,nov,2017q4,monday,Weekday
1933,ca-2018-161200,2018-08-06,2018-08-10,second class,sv-20365,seth vernon,consumer,lafayette,louisiana,70506.0,south,fur-bo-10000468,furniture,bookcases,o'sullivan 2-shelf heavy-duty bookcases,145.74,4,2018,8,aug,2018q3,monday,Weekday
1934,ca-2018-161200,2018-08-06,2018-08-10,second class,sv-20365,seth vernon,consumer,lafayette,louisiana,70506.0,south,fur-fu-10001706,furniture,furnishings,longer-life soft white bulbs,15.4,4,2018,8,aug,2018q3,monday,Weekday
1935,ca-2018-101245,2018-11-27,2018-12-03,standard class,lw-16990,lindsay williams,corporate,san francisco,california,94109.0,west,off-pa-10003129,office supplies,paper,tops white computer printout paper,244.55,6,2018,11,nov,2018q4,tuesday,Weekday
1936,ca-2018-101245,2018-11-27,2018-12-03,standard class,lw-16990,lindsay williams,corporate,san francisco,california,94109.0,west,tec-ac-10001284,technology,accessories,enermax briskie rf wireless keyboard and mouse combo,166.16,6,2018,11,nov,2018q4,tuesday,Weekday
1937,ca-2016-141768,2016-05-25,2016-05-27,second class,np-18685,nora pelletier,home office,san francisco,california,94109.0,west,fur-fu-10002268,furniture,furnishings,ultra door push plate,14.73,2,2016,5,may,2016q2,wednesday,Weekday
1938,ca-2017-112109,2017-07-08,2017-07-12,standard class,je-15715,joe elijah,consumer,broomfield,colorado,80020.0,west,off-bi-10002082,office supplies,binders,gbc twin loop wire binding elements,19.968,4,2017,7,jul,2017q3,saturday,Weekday
1939,ca-2017-112109,2017-07-08,2017-07-12,standard class,je-15715,joe elijah,consumer,broomfield,colorado,80020.0,west,off-st-10001505,office supplies,storage,"perma stor-all hanging file box, 13 1/8""w x 12 1/4""d x 10 1/2""h",33.488,4,2017,7,jul,2017q3,saturday,Weekday
1940,ca-2017-112109,2017-07-08,2017-07-12,standard class,je-15715,joe elijah,consumer,broomfield,colorado,80020.0,west,off-bi-10001634,office supplies,binders,wilson jones active use binders,8.736,4,2017,7,jul,2017q3,saturday,Weekday
1941,ca-2017-112109,2017-07-08,2017-07-12,standard class,je-15715,joe elijah,consumer,broomfield,colorado,80020.0,west,fur-ch-10004287,furniture,chairs,safco arco folding chair,662.88,4,2017,7,jul,2017q3,saturday,Weekday
1942,ca-2018-144064,2018-08-29,2018-09-01,first class,cp-12085,cathy prescott,corporate,quincy,illinois,62301.0,central,off-la-10004544,office supplies,labels,avery 505,47.36,3,2018,8,aug,2018q3,wednesday,Weekday
1943,ca-2018-144064,2018-08-29,2018-09-01,first class,cp-12085,cathy prescott,corporate,quincy,illinois,62301.0,central,off-st-10004507,office supplies,storage,advantus rolling storage box,27.44,3,2018,8,aug,2018q3,wednesday,Weekday
1944,ca-2018-144064,2018-08-29,2018-09-01,first class,cp-12085,cathy prescott,corporate,quincy,illinois,62301.0,central,off-bi-10002012,office supplies,binders,wilson jones easy flow ii sheet lifters,3.24,3,2018,8,aug,2018q3,wednesday,Weekday
1945,ca-2017-108581,2017-06-20,2017-06-26,standard class,ea-14035,erin ashbrook,corporate,carrollton,texas,75007.0,central,tec-ac-10001109,technology,accessories,logitech trackman marble mouse,95.968,6,2017,6,jun,2017q2,tuesday,Weekday
1946,ca-2017-108581,2017-06-20,2017-06-26,standard class,ea-14035,erin ashbrook,corporate,carrollton,texas,75007.0,central,off-pa-10000809,office supplies,paper,xerox 206,10.368,6,2017,6,jun,2017q2,tuesday,Weekday
1947,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,off-ar-10000658,office supplies,art,newell 324,23.1,4,2018,9,sep,2018q3,sunday,Weekday
1948,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,fur-fu-10001196,furniture,furnishings,dax cubicle frames - 8x10,11.54,4,2018,9,sep,2018q3,sunday,Weekday
1949,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,fur-ta-10001889,furniture,tables,bush advantage collection racetrack conference table,254.526,4,2018,9,sep,2018q3,sunday,Weekday
1950,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,off-ap-10000358,office supplies,appliances,fellowes basic home/office series surge protectors,12.98,4,2018,9,sep,2018q3,sunday,Weekday
1951,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,off-bi-10004970,office supplies,binders,"accohide 3-ring binder, blue, 1""",26.432,4,2018,9,sep,2018q3,sunday,Weekday
1952,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,tec-ph-10003885,technology,phones,cisco spa508g,197.97,4,2018,9,sep,2018q3,sunday,Weekday
1953,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,off-la-10001641,office supplies,labels,avery 518,18.9,4,2018,9,sep,2018q3,sunday,Weekday
1954,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,fur-ch-10003379,furniture,chairs,global commerce series high-back swivel/tilt chairs,1282.41,4,2018,9,sep,2018q3,sunday,Weekday
1955,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,off-ar-10004582,office supplies,art,bic brite liner grip highlighters,4.92,4,2018,9,sep,2018q3,sunday,Weekday
1956,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,tec-ac-10002842,technology,accessories,wd my passport ultra 2tb portable external hard drive,238.0,4,2018,9,sep,2018q3,sunday,Weekday
1957,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,tec-ac-10000109,technology,accessories,sony micro vault click 16 gb usb 2.0 flash drive,167.97,4,2018,9,sep,2018q3,sunday,Weekday
1958,ca-2018-157987,2018-09-02,2018-09-06,standard class,ac-10615,ann chong,corporate,new york city,new york,10009.0,east,off-pa-10003893,office supplies,paper,xerox 1962,17.12,4,2018,9,sep,2018q3,sunday,Weekday
1959,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,off-bi-10003669,office supplies,binders,3m organizer strips,16.2,5,2018,9,sep,2018q3,monday,Weekday
1960,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,off-ap-10004785,office supplies,appliances,"holmes replacement filter for hepa air cleaner, medium room",33.99,5,2018,9,sep,2018q3,monday,Weekday
1961,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,tec-ac-10003023,technology,accessories,logitech g105 gaming keyboard,296.85,5,2018,9,sep,2018q3,monday,Weekday
1962,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,tec-ac-10002217,technology,accessories,imation clip usb flash drive - 8 gb,112.8,5,2018,9,sep,2018q3,monday,Weekday
1963,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,off-bi-10002954,office supplies,binders,newell 3-hole punched plastic slotted magazine holders for binders,13.71,5,2018,9,sep,2018q3,monday,Weekday
1964,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,off-pa-10002586,office supplies,paper,xerox 1970,24.9,5,2018,9,sep,2018q3,monday,Weekday
1965,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,off-st-10000025,office supplies,storage,fellowes stor/drawer steel plus storage drawers,286.29,5,2018,9,sep,2018q3,monday,Weekday
1966,ca-2018-110905,2018-09-10,2018-09-15,second class,rw-19690,robert waldorf,consumer,springfield,missouri,65807.0,central,off-ap-10003281,office supplies,appliances,acco 6 outlet guardian standard surge suppressor,24.18,5,2018,9,sep,2018q3,monday,Weekday
1967,ca-2018-165841,2018-12-21,2018-12-28,standard class,db-13210,dean braden,consumer,paterson,new jersey,7501.0,east,tec-ph-10002103,technology,phones,jabra speak 410,281.97,7,2018,12,dec,2018q4,friday,Weekday
1968,ca-2018-165841,2018-12-21,2018-12-28,standard class,db-13210,dean braden,consumer,paterson,new jersey,7501.0,east,off-su-10000898,office supplies,supplies,"acme hot forged carbon steel scissors with nickel-plated handles, 3 7/8"" cut, 8""l",69.5,7,2018,12,dec,2018q4,friday,Weekday
1969,ca-2018-165841,2018-12-21,2018-12-28,standard class,db-13210,dean braden,consumer,paterson,new jersey,7501.0,east,off-pa-10001144,office supplies,paper,xerox 1913,166.44,7,2018,12,dec,2018q4,friday,Weekday
1970,ca-2018-117485,2018-09-23,2018-09-29,standard class,bd-11320,bill donatelli,consumer,tulsa,oklahoma,74133.0,central,tec-ac-10004659,technology,accessories,imation secure+ hardware encrypted usb 2.0 flash drive; 16gb,291.96,6,2018,9,sep,2018q3,sunday,Weekday
1971,ca-2018-140242,2018-05-06,2018-05-11,standard class,ml-17755,max ludwig,home office,chicago,illinois,60623.0,central,off-ar-10004752,office supplies,art,blackstonian pencils,6.408,5,2018,5,may,2018q2,sunday,Weekday
1972,ca-2018-140242,2018-05-06,2018-05-11,standard class,ml-17755,max ludwig,home office,chicago,illinois,60623.0,central,tec-ac-10004659,technology,accessories,imation secure+ hardware encrypted usb 2.0 flash drive; 16gb,408.744,5,2018,5,may,2018q2,sunday,Weekday
1973,ca-2015-148950,2015-12-14,2015-12-19,standard class,jd-16015,joy daniels,consumer,chicago,illinois,60610.0,central,off-bi-10001249,office supplies,binders,avery heavy-duty ezd view binder with locking rings,5.104,5,2015,12,dec,2015q4,monday,Weekday
1974,ca-2015-148950,2015-12-14,2015-12-19,standard class,jd-16015,joy daniels,consumer,chicago,illinois,60610.0,central,off-fa-10003059,office supplies,fasteners,assorted color push pins,2.896,5,2015,12,dec,2015q4,monday,Weekday
1975,ca-2015-148950,2015-12-14,2015-12-19,standard class,jd-16015,joy daniels,consumer,chicago,illinois,60610.0,central,tec-ac-10002718,technology,accessories,belkin standard 104 key usb keyboard,35.016,5,2015,12,dec,2015q4,monday,Weekday
1976,ca-2015-110408,2015-10-18,2015-10-20,second class,as-10225,alan schoenberger,corporate,montgomery,alabama,36116.0,south,off-st-10001522,office supplies,storage,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",275.97,2,2015,10,oct,2015q4,sunday,Weekday
1977,ca-2015-110408,2015-10-18,2015-10-20,second class,as-10225,alan schoenberger,corporate,montgomery,alabama,36116.0,south,tec-ph-10002352,technology,phones,avaya ip phone 1140e voip phone,1394.95,2,2015,10,oct,2015q4,sunday,Weekday
1978,ca-2015-110408,2015-10-18,2015-10-20,second class,as-10225,alan schoenberger,corporate,montgomery,alabama,36116.0,south,fur-ch-10003774,furniture,chairs,"global wood trimmed manager's task chair, khaki",545.88,2,2015,10,oct,2015q4,sunday,Weekday
1979,ca-2016-109939,2016-05-08,2016-05-12,standard class,aa-10375,allen armold,consumer,salem,oregon,97301.0,west,off-ar-10000127,office supplies,art,newell 321,5.248,4,2016,5,may,2016q2,sunday,Weekday
1980,ca-2017-112669,2017-04-14,2017-04-14,same day,kt-16465,kean takahito,consumer,glendale,arizona,85301.0,west,fur-ch-10004086,furniture,chairs,hon 4070 series pagoda armless upholstered stacking chairs,933.536,0,2017,4,apr,2017q2,friday,Weekday
1981,ca-2017-112669,2017-04-14,2017-04-14,same day,kt-16465,kean takahito,consumer,glendale,arizona,85301.0,west,off-st-10001228,office supplies,storage,"fellowes personal hanging folder files, navy",42.976,0,2017,4,apr,2017q2,friday,Weekday
1982,ca-2016-119592,2016-12-14,2016-12-16,second class,mm-18280,muhammed macintyre,corporate,columbus,georgia,31907.0,south,off-bi-10004187,office supplies,binders,3-ring staple pack,3.76,2,2016,12,dec,2016q4,wednesday,Weekday
1983,ca-2015-122749,2015-12-03,2015-12-09,standard class,ng-18430,nathan gelder,consumer,oklahoma city,oklahoma,73120.0,central,tec-ph-10003811,technology,phones,jabra supreme plus driver edition headset,479.96,6,2015,12,dec,2015q4,thursday,Weekday
1984,ca-2015-164721,2015-11-25,2015-11-27,second class,lw-16825,laurel workman,corporate,brentwood,california,94513.0,west,off-ap-10000240,office supplies,appliances,belkin f9g930v10-gry 9 outlet surge,320.88,2,2015,11,nov,2015q4,wednesday,Weekday
1985,ca-2015-164721,2015-11-25,2015-11-27,second class,lw-16825,laurel workman,corporate,brentwood,california,94513.0,west,fur-fu-10001940,furniture,furnishings,staple-based wall hangings,23.88,2,2015,11,nov,2015q4,wednesday,Weekday
1986,ca-2015-164721,2015-11-25,2015-11-27,second class,lw-16825,laurel workman,corporate,brentwood,california,94513.0,west,off-pa-10000575,office supplies,paper,"wirebound message books, four 2 3/4 x 5 white forms per page",26.76,2,2015,11,nov,2015q4,wednesday,Weekday
1987,ca-2017-147417,2017-07-25,2017-07-27,first class,cb-12415,christy brittain,consumer,columbus,ohio,43229.0,east,tec-co-10001449,technology,copiers,hewlett packard laserjet 3310 copier,1439.976,2,2017,7,jul,2017q3,tuesday,Weekday
1988,ca-2016-127509,2016-11-09,2016-11-13,standard class,as-10090,adam shillingsburg,consumer,springfield,missouri,65807.0,central,off-bi-10002393,office supplies,binders,binder posts,17.22,4,2016,11,nov,2016q4,wednesday,Weekday
1989,ca-2016-127509,2016-11-09,2016-11-13,standard class,as-10090,adam shillingsburg,consumer,springfield,missouri,65807.0,central,fur-ta-10002855,furniture,tables,bevis round conference table top & single column base,1024.38,4,2016,11,nov,2016q4,wednesday,Weekday
1990,ca-2016-127509,2016-11-09,2016-11-13,standard class,as-10090,adam shillingsburg,consumer,springfield,missouri,65807.0,central,off-en-10000781,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",26.22,4,2016,11,nov,2016q4,wednesday,Weekday
1991,ca-2016-127509,2016-11-09,2016-11-13,standard class,as-10090,adam shillingsburg,consumer,springfield,missouri,65807.0,central,off-pa-10002160,office supplies,paper,xerox 1978,17.34,4,2016,11,nov,2016q4,wednesday,Weekday
1992,ca-2018-111374,2018-02-24,2018-02-28,standard class,cb-12415,christy brittain,consumer,philadelphia,pennsylvania,19134.0,east,off-bi-10004970,office supplies,binders,"accohide 3-ring binder, blue, 1""",4.956,4,2018,2,feb,2018q1,saturday,Weekday
1993,ca-2018-133648,2018-06-25,2018-07-02,standard class,ml-17755,max ludwig,home office,springfield,oregon,97477.0,west,off-la-10003923,office supplies,labels,alphabetical labels for top tab filing,71.04,7,2018,6,jun,2018q2,monday,Weekday
1994,ca-2018-133648,2018-06-25,2018-07-02,standard class,ml-17755,max ludwig,home office,springfield,oregon,97477.0,west,off-ar-10002257,office supplies,art,"eldon spacemaker box, quick-snap lid, clear",5.344,7,2018,6,jun,2018q2,monday,Weekday
